2.0,0.0,1.0,2.0,2.0,1.0
2.0,0.0,3.0,2.0,2.0,3.0
2.0,0.0,5.0,2.0,2.0,5.0
2.0,2.0,1.0,2.0,4.0,1.0
2.0,2.0,3.0,2.0,4.0,3.0
2.0,2.0,5.0,2.0,4.0,5.0
2.0,4.0,1.0,2.0,6.0,1.0
2.0,4.0,3.0,2.0,6.0,3.0
0.0,4.0,5.0,2.0,4.0,5.0
2.0,6.0,1.0,2.0,8.0,1.0
2.0,6.0,3.0,2.0,8.0,3.0
0.0,6.0,5.0,2.0,6.0,5.0
2.0,8.0,1.0,2.0,10.0,1.0
2.0,8.0,3.0,2.0,10.0,3.0
2.0,8.0,5.0,2.0,10.0,5.0
0.0,10.0,1.0,2.0,10.0,1.0
0.0,10.0,3.0,2.0,10.0,3.0
0.0,10.0,5.0,2.0,10.0,5.0
2.0,12.0,1.0,2.0,14.0,1.0
2.0,12.0,3.0,2.0,14.0,3.0
0.0,12.0,5.0,2.0,12.0,5.0
0.0,14.0,1.0,2.0,14.0,1.0
0.0,14.0,3.0,2.0,14.0,3.0
0.0,14.0,5.0,2.0,14.0,5.0
0.0,16.0,1.0,2.0,16.0,1.0
0.0,16.0,3.0,2.0,16.0,3.0
2.0,16.0,5.0,2.0,18.0,5.0
2.0,18.0,1.0,2.0,20.0,1.0
0.0,18.0,3.0,2.0,18.0,3.0
0.0,18.0,5.0,2.0,18.0,5.0
0.0,20.0,1.0,2.0,20.0,1.0
0.0,20.0,3.0,2.0,20.0,3.0
0.0,20.0,5.0,2.0,20.0,5.0
0.0,22.0,1.0,2.0,22.0,1.0
0.0,22.0,3.0,2.0,22.0,3.0
0.0,22.0,5.0,2.0,22.0,5.0
0.0,24.0,1.0,2.0,24.0,1.0
0.0,24.0,3.0,2.0,24.0,3.0
0.0,24.0,5.0,2.0,24.0,5.0
0.0,26.0,1.0,2.0,26.0,1.0
0.0,26.0,3.0,2.0,26.0,3.0
0.0,26.0,5.0,2.0,26.0,5.0
0.0,28.0,1.0,2.0,28.0,1.0
0.0,28.0,3.0,2.0,28.0,3.0
0.0,28.0,5.0,2.0,28.0,5.0
0.0,30.0,1.0,2.0,30.0,1.0
0.0,30.0,3.0,2.0,30.0,3.0
0.0,30.0,5.0,2.0,30.0,5.0
0.0,32.0,1.0,2.0,32.0,1.0
0.0,32.0,3.0,2.0,32.0,3.0
0.0,32.0,5.0,2.0,32.0,5.0
0.0,34.0,1.0,2.0,34.0,1.0
