42.0,87.0,12.0,0.0,-1.0,0.0
42.0,86.0,12.0,0.0,-1.0,0.0
42.0,85.0,12.0,0.0,-1.0,0.0
42.0,84.0,12.0,0.0,-1.0,0.0
42.0,83.0,12.0,0.0,-1.0,0.0
42.0,82.0,12.0,0.0,-1.0,0.0
42.0,81.0,12.0,0.0,-1.0,0.0
42.0,80.0,12.0,0.0,-1.0,0.0
42.0,79.0,12.0,0.0,-1.0,0.0
42.0,78.0,12.0,0.0,-1.0,0.0
42.0,77.0,12.0,0.0,-1.0,0.0
42.0,76.0,12.0,0.0,-1.0,0.0
42.0,75.0,12.0,0.0,-1.0,0.0
42.0,74.0,12.0,0.0,-1.0,0.0
42.0,73.0,12.0,0.0,-1.0,0.0
42.0,72.0,12.0,0.0,-1.0,0.0
42.0,71.0,12.0,0.0,-1.0,0.0
42.0,70.0,12.0,0.0,-1.0,0.0
42.0,69.0,12.0,0.0,-1.0,0.0
42.0,68.0,12.0,0.0,-1.0,0.0
42.0,67.0,12.0,0.0,-1.0,0.0
42.0,66.0,12.0,0.0,-0.70710677,-0.70710677
42.0,65.0,11.0,0.0,-0.70710677,-0.70710677
42.0,64.0,10.0,0.0,-0.70710677,-0.70710677
42.0,63.0,9.0,0.0,-1.0,-1.0
49.0,89.0,12.0,0.0,-1.0,0.0
49.0,88.0,12.0,0.0,-1.0,0.0
49.0,87.0,12.0,0.0,-1.0,0.0
49.0,86.0,12.0,0.0,-1.0,0.0
49.0,85.0,12.0,0.0,-1.0,0.0
49.0,84.0,12.0,0.0,-1.0,0.0
49.0,83.0,12.0,0.0,-1.0,0.0
49.0,82.0,12.0,0.0,-1.0,0.0
49.0,81.0,12.0,0.0,-1.0,0.0
49.0,80.0,12.0,0.0,-1.0,0.0
49.0,79.0,12.0,0.0,-1.0,0.0
49.0,78.0,12.0,0.0,-1.0,0.0
49.0,77.0,12.0,0.0,-1.0,0.0
49.0,76.0,12.0,0.0,-1.0,0.0
49.0,75.0,12.0,0.0,-1.0,0.0
49.0,74.0,12.0,0.0,-1.0,0.0
49.0,73.0,12.0,0.0,-1.0,0.0
49.0,72.0,12.0,0.0,-1.0,0.0
49.0,71.0,12.0,0.0,-1.0,0.0
49.0,70.0,12.0,0.0,-1.0,0.0
49.0,69.0,12.0,0.0,-1.0,0.0
49.0,68.0,12.0,0.0,-1.0,0.0
49.0,67.0,12.0,0.0,-1.0,0.0
49.0,66.0,12.0,0.0,-0.70710677,-0.70710677
49.0,65.0,11.0,0.0,-1.0,-1.0
54.0,88.0,12.0,0.0,-1.0,0.0
54.0,87.0,12.0,0.0,-1.0,0.0
54.0,86.0,12.0,0.0,-1.0,0.0
54.0,85.0,12.0,0.0,-1.0,0.0
54.0,84.0,12.0,0.0,-1.0,0.0
54.0,83.0,12.0,0.0,-1.0,0.0
54.0,82.0,12.0,0.0,-1.0,0.0
54.0,81.0,12.0,0.0,-1.0,0.0
54.0,80.0,12.0,0.0,-1.0,0.0
54.0,79.0,12.0,0.0,-1.0,0.0
54.0,78.0,12.0,0.0,-1.0,0.0
54.0,77.0,12.0,0.0,-1.0,0.0
54.0,76.0,12.0,0.0,-1.0,0.0
54.0,75.0,12.0,0.0,-1.0,0.0
54.0,74.0,12.0,0.0,-1.0,0.0
54.0,73.0,12.0,0.0,-1.0,0.0
54.0,72.0,12.0,0.0,-1.0,0.0
54.0,71.0,12.0,0.0,-1.0,0.0
54.0,70.0,12.0,0.0,-1.0,0.0
54.0,69.0,12.0,0.0,-1.0,0.0
54.0,68.0,12.0,0.0,-1.0,0.0
54.0,67.0,12.0,0.0,-1.0,0.0
54.0,66.0,12.0,0.0,-1.0,0.0
54.0,65.0,12.0,0.0,-0.70710677,-0.70710677
54.0,64.0,11.0,0.0,-0.70710677,-0.70710677
54.0,63.0,10.0,-0.3535536,-0.6123718,-0.7071072
53.5,62.133976,9.0,-0.6123718,-0.3535536,-0.7071072
52.633976,61.633976,8.0,-0.70710677,0.0,-0.70710677
51.633976,61.633976,7.0,-0.6123718,-0.3535536,-0.7071072
50.767952,61.133976,6.0,-0.6123718,-0.3535536,-0.7071072
49.901928,60.633976,5.0,-0.6123718,-0.3535536,-0.7071072
49.035904,60.133976,4.0,-0.86602503,-0.5000006,0.0
48.16988,59.633976,4.0,-0.3535536,-0.6123718,0.7071072
47.66988,58.767952,5.0,-0.5,-0.8660254,1.0
52.0,88.0,12.0,0.0,-1.0,0.0
52.0,87.0,12.0,0.0,-1.0,0.0
52.0,86.0,12.0,0.0,-1.0,0.0
51.0,89.0,12.0,0.0,-1.0,0.0
51.0,88.0,12.0,0.0,-1.0,0.0
74.0,87.0,12.0,-0.49999893,-0.866026,0.0
73.5,86.13397,12.0,-0.49999893,-0.866026,0.0
73.0,85.267944,12.0,-0.49999893,-0.866026,0.0
72.5,84.40192,12.0,-0.49999893,-0.866026,0.0
72.0,83.53589,12.0,-0.49999893,-0.866026,0.0
71.5,82.66986,12.0,-0.49999893,-0.866026,0.0
71.0,81.80383,12.0,-0.49999893,-0.866026,0.0
70.5,80.937805,12.0,-0.49999893,-0.866026,0.0
70.0,80.07178,12.0,-0.49999893,-0.866026,0.0
69.5,79.20575,12.0,-0.49999893,-0.866026,0.0
69.0,78.33972,12.0,-0.49999893,-0.866026,0.0
68.5,77.473694,12.0,-0.49999893,-0.866026,0.0
68.0,76.607666,12.0,-0.49999893,-0.866026,0.0
67.5,75.74164,12.0,-0.49999893,-0.866026,0.0
67.0,74.87561,12.0,-0.49999893,-0.866026,0.0
66.5,74.00958,12.0,-0.49999893,-0.866026,0.0
66.0,73.143555,12.0,-0.49999893,-0.866026,0.0
65.5,72.27753,12.0,-0.49999893,-0.866026,0.0
65.0,71.4115,12.0,-0.49999893,-0.866026,0.0
64.5,70.54547,12.0,-0.49999893,-0.866026,0.0
64.0,69.67944,12.0,-0.49999893,-0.866026,0.0
63.5,68.813416,12.0,-0.49999893,-0.866026,0.0
63.0,67.94739,12.0,-0.49999893,-0.866026,0.0
62.5,67.08136,12.0,-0.49999893,-0.866026,0.0
62.0,66.21533,12.0,-0.353553,-0.6123735,-0.707106
61.5,65.349304,11.0,-0.5,-0.8660254,-1.0
81.0,81.0,12.0,-0.49999893,-0.866026,0.0
80.5,80.13397,12.0,-0.49999893,-0.866026,0.0
80.0,79.267944,12.0,-0.49999893,-0.866026,0.0
79.5,78.40192,12.0,-0.49999893,-0.866026,0.0
79.0,77.53589,12.0,-0.49999893,-0.866026,0.0
78.5,76.66986,12.0,-0.49999893,-0.866026,0.0
78.0,75.80383,12.0,-0.49999893,-0.866026,0.0
77.5,74.937805,12.0,-0.49999893,-0.866026,0.0
77.0,74.07178,12.0,-0.49999893,-0.866026,0.0
76.5,73.20575,12.0,-0.49999893,-0.866026,0.0
76.0,72.33972,12.0,-0.49999893,-0.866026,0.0
75.5,71.473694,12.0,-0.49999893,-0.866026,0.0
75.0,70.607666,12.0,-0.49999893,-0.866026,0.0
74.5,69.74164,12.0,-0.49999893,-0.866026,0.0
74.0,68.87561,12.0,-0.49999893,-0.866026,0.0
73.5,68.00958,12.0,-0.49999893,-0.866026,0.0
73.0,67.143555,12.0,-0.49999893,-0.866026,0.0
72.5,66.27753,12.0,-0.49999893,-0.866026,0.0
72.0,65.4115,12.0,-0.49999893,-0.866026,0.0
71.5,64.54547,12.0,-0.5000006,-0.86602503,0.0
71.0,63.679447,12.0,-0.5000006,-0.86602503,0.0
70.5,62.813423,12.0,-0.5000006,-0.86602503,0.0
70.0,61.9474,12.0,-0.5000006,-0.86602503,0.0
69.5,61.081375,12.0,-0.5000006,-0.86602503,0.0
69.0,60.21535,12.0,-0.5000006,-0.86602503,0.0
68.5,59.349327,12.0,-0.5000006,-0.86602503,0.0
68.0,58.483303,12.0,-0.5000006,-0.86602503,0.0
67.5,57.61728,12.0,-0.5000006,-0.86602503,0.0
67.0,56.751255,12.0,-0.5000006,-0.86602503,0.0
66.5,55.88523,12.0,-0.5000006,-0.86602503,0.0
66.0,55.019207,12.0,-0.3535536,-0.6123718,-0.7071072
65.5,54.153183,11.0,-0.5,-0.8660254,-1.0
59.0,88.0,11.0,-0.49999893,-0.866026,0.0
58.5,87.13397,11.0,-0.49999893,-0.866026,0.0
58.0,86.267944,11.0,-0.49999893,-0.866026,0.0
57.5,85.40192,11.0,-0.49999893,-0.866026,0.0
57.0,84.53589,11.0,-0.49999893,-0.866026,0.0
56.5,83.66986,11.0,-0.49999893,-0.866026,0.0
56.0,82.80383,11.0,-0.49999893,-0.866026,0.0
55.5,81.937805,11.0,-0.49999893,-0.866026,0.0
55.0,81.07178,11.0,-0.49999893,-0.866026,0.0
54.5,80.20575,11.0,-0.49999893,-0.866026,0.0
54.0,79.33972,11.0,-0.49999893,-0.866026,0.0
53.5,78.473694,11.0,-0.49999893,-0.866026,0.0
53.0,77.607666,11.0,-0.49999893,-0.866026,0.0
52.5,76.74164,11.0,-0.5,-0.8660254,0.0
52.0,86.0,11.0,0.0,-1.0,0.0
52.0,85.0,11.0,0.0,-1.0,0.0
52.0,84.0,11.0,0.0,-1.0,0.0
52.0,83.0,11.0,0.0,-1.0,0.0
52.0,82.0,11.0,0.0,-1.0,0.0
